FECHA;PRECIP;TMAX;TMIN
1926-06-26;0,01;30;14
1926-06-27;0;28,2;13,8
1926-06-28;0;26,2;13,8
1926-06-29;0;28;12,8
1926-06-30;0;29;13,2
1926-07-01;0;30;10
1926-07-02;0;30,4;10,6
1926-07-03;0;27,4;10,4
1926-07-04;0;28,8;10,6
1926-07-05;0;30,4;10,8
1926-07-06;0;30,6;10,6
1926-07-07;0,01;29,6;10,8
1926-07-08;23,5;30;10
1926-07-09;6,5;28,2;11,8
1926-07-10;0,01;29;10,8
1926-07-11;0;27,6;11,4
1926-07-12;0;26,4;10
1926-07-13;0;26;11,2
1926-07-14;0;32,2;9,2
1926-07-15;37;31,2;10,2
1926-07-16;0,01;30,4;10,2
1926-07-17;0,5;27,4;11
1926-07-18;2,5;27,8;11
1926-07-19;25,5;25;10,8
1926-07-20;2;23,6;10
1926-07-21;21;25,4;10,2
1926-07-22;33;27;10,2
1926-07-23;8;25;9
1926-07-24;0,01;23,4;9,2
1926-07-25;0,5;25,4;9,4
1926-07-26;12;25,4;9,2
1926-07-27;0,01;26,8;9,2
1926-07-28;0;28;9,4
1926-07-29;0,01;29,8;8,4
1926-07-30;0;30,8;10,2
1926-07-31;31;30;10,8
1926-08-01;2,5;30;10,2
1926-08-02;4;26;9,8
1926-08-03;0;27;10,2
1926-08-04;1,5;27,2;10,2
1926-08-05;0;24;10,2
1926-08-06;0;27,4;10,4
1926-08-07;0,5;26,8;11,4
1926-08-08;0;25,2;9,8
1926-08-09;0;28,2;7,4
1926-08-10;5,5;28,6;8,8
1926-08-11;0,5;29,2;11,4
1926-08-12;0;28,6;9,6
1926-08-13;0;28,2;9
1926-08-14;0;26,8;10
1926-08-15;6;26,4;10
1926-08-16;0;27,6;10,4
1926-08-17;0,01;28,6;9,2
1926-08-18;5,5;28,2;10,6
1926-08-19;1;30;12,6
1926-08-20;15;29,2;11,4
1926-08-21;22,5;26,8;10,2
1926-08-22;0;27,2;10,6
1926-08-23;0;27,6;8
1926-08-24;0;28,4;9,8
1926-08-25;3;28,8;7,6
1926-08-26;0;28,2;11,4
1926-08-27;0;25,8;9,4
1926-08-28;0;29,8;11,2
1926-08-29;0;30;11
1926-08-30;0;26;11,4
1926-08-31;0;28,2;10,4
1926-09-01;0;29;9,8
1926-09-02;0;29,2;10,4
1926-09-03;14;30;10
1926-09-04;6,5;27,8;10,4
1926-09-05;8;27;11,2
1926-09-06;17,5;24,8;10,8
1926-09-07;1;25,2;9,8
1926-09-08;0;27;8
1926-09-09;0;27;7,6
1926-09-10;0;28;9,2
