COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 1095 
 NOMBRE    : MILPILLAS DE ARRIBA 
 ESTADO    : AGUASCALIENTES 
 MUNICIPIO : JESÚS MARÍA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 21.935 ° 
 LONGITUD  : -102.5508333 ° 
 ALTITUD   : 2163.6 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1981-08-11	0	NULO	NULO	NULO
1981-08-12	0	7.09	NULO	NULO
1981-08-13	5	7.7	NULO	NULO
1981-08-14	19	4.75	NULO	NULO
1981-08-15	2	6.8	NULO	NULO
1981-08-16	5.9	5	NULO	NULO
1981-08-17	14.5	3.3	NULO	NULO
1981-08-18	1.9	5.6	NULO	NULO
1981-08-19	0	4.6	NULO	NULO
1981-08-20	0	3.45	NULO	NULO
1981-08-21	1.9	8.35	NULO	NULO
1981-08-22	20.4	4.62	NULO	NULO
1981-08-23	0	3.38	NULO	NULO
1981-08-24	0	5.85	NULO	NULO
1981-08-25	0	6.6	NULO	NULO
1981-08-26	0	6.24	NULO	NULO
1981-08-27	2.4	3.1	NULO	NULO
1981-08-28	23.4	2.95	NULO	NULO
1981-08-29	12.1	4.8	NULO	NULO
1981-08-30	16.4	4.6	NULO	NULO
1981-08-31	16	5.22	NULO	NULO
1981-09-01	0	5.18	NULO	NULO
1981-09-02	0	4.58	NULO	NULO
1981-09-03	0	5.72	NULO	NULO
1981-09-04	0	4.19	NULO	NULO
1981-09-05	15.8	3.73	NULO	NULO
1981-09-06	12.8	2.21	NULO	NULO
1981-09-07	0	5.85	NULO	NULO
1981-09-08	0	4.23	NULO	NULO
1981-09-09	0	4.82	NULO	NULO
1981-09-10	10.4	2.3	NULO	NULO
1981-09-11	0	5.62	NULO	NULO
1981-09-12	0	4.61	NULO	NULO
1981-09-13	0	5.97	NULO	NULO
1981-09-14	0	3.9	NULO	NULO
1981-09-15	9.3	3.32	NULO	NULO
1981-09-16	0	4.68	NULO	NULO
1981-09-17	0	4.3	NULO	NULO
1981-09-18	0	5.78	NULO	NULO
1981-09-19	0	6.73	NULO	NULO
1981-09-20	0	7.21	NULO	NULO
1981-09-21	1.7	2.4	NULO	NULO
1981-09-22	0	7.88	NULO	NULO
1981-09-23	0	6.75	NULO	NULO
1981-09-24	0	5.26	NULO	NULO
1981-09-25	0	5.23	NULO	NULO
1981-09-26	0	7.91	NULO	NULO
1981-09-27	0	8.21	NULO	NULO
1981-09-28	0	4.92	NULO	NULO
1981-09-29	0	3.69	NULO	NULO
1981-09-30	0	5.38	NULO	NULO
1981-10-01	2.4	3.32	NULO	NULO
1981-10-02	0	6.41	NULO	NULO
1981-10-03	0	4.79	NULO	NULO
1981-10-04	0	6.35	NULO	NULO
1981-10-05	0	3.38	NULO	NULO
1981-10-06	27.5	3.9	NULO	NULO
1981-10-07	0	2.62	NULO	NULO
1981-10-08	3.5	4.53	NULO	NULO
1981-10-09	51.7	2.78	NULO	NULO
1981-10-10	1	1.7	NULO	NULO
1981-10-11	0	2.95	NULO	NULO
1981-10-12	0	3.7	NULO	NULO
1981-10-13	0	5.8	NULO	NULO
1981-10-14	3.2	4.7	NULO	NULO
1981-10-15	0	5.7	NULO	NULO
1981-10-16	0	3.65	NULO	NULO
1981-10-17	0	5.4	NULO	NULO
1981-10-18	0	4.7	NULO	NULO
1981-10-19	0	5.6	NULO	NULO
1981-10-20	0	5.32	NULO	NULO
1981-10-21	0	4.78	NULO	NULO
1981-10-22	2.3	5.65	NULO	NULO
1981-10-23	0	6.15	NULO	NULO
1981-10-24	0	5.6	NULO	NULO
1981-10-25	0	7.1	NULO	NULO
1981-10-26	0	5.22	NULO	NULO
1981-10-27	0	4.7	NULO	NULO
1981-10-28	0	6.05	NULO	NULO
1981-10-29	0	5.6	NULO	NULO
1981-10-30	0	5.85	NULO	NULO
1981-10-31	0	2.52	NULO	NULO
1981-11-01	0	3.59	NULO	NULO
1981-11-02	0	2.32	NULO	NULO
1981-11-03	3	4.65	NULO	NULO
1981-11-04	0	4.11	NULO	NULO
1981-11-05	0	4.5	NULO	NULO
1981-11-06	0	4.67	NULO	NULO
1981-11-07	0	5.46	NULO	NULO
1981-11-08	0	4.63	NULO	NULO
1981-11-09	0	4.45	NULO	NULO
1981-11-10	0	5	NULO	NULO
1981-11-11	0	2.61	NULO	NULO
1981-11-12	0	5.6	NULO	NULO
1981-11-13	0	3.31	NULO	NULO
1981-11-14	0	1.68	NULO	NULO
1981-11-15	0	7.16	NULO	NULO
1981-11-16	0	6.19	NULO	NULO
1981-11-17	0	4.22	NULO	NULO
1981-11-18	0	5.85	NULO	NULO
1981-11-19	0	4.88	NULO	NULO
1981-11-20	0	4.03	NULO	NULO
1981-11-21	0	3.99	NULO	NULO
1981-11-22	0	3.42	NULO	NULO
1981-11-23	0	4.78	NULO	NULO
1981-11-24	0	5.45	NULO	NULO
1981-11-25	0	6.21	NULO	NULO
1981-11-26	0	6.04	NULO	NULO
1981-11-27	0	2.32	NULO	NULO
1981-11-28	0	5.24	NULO	NULO
1981-11-29	0	5.61	NULO	NULO
1981-11-30	0	4.01	NULO	NULO
1981-12-01	0	5.59	NULO	NULO
1981-12-02	0	2.67	NULO	NULO
1981-12-03	0	2.02	NULO	NULO
1981-12-04	11.5	4.69	NULO	NULO
1981-12-05	0	4.73	NULO	NULO
1981-12-06	0	3.21	NULO	NULO
1981-12-07	0	4.25	27	5
1981-12-08	2	2.59	26	5
1981-12-09	0	3.99	25	6
1981-12-10	0	3.3	24	7
1981-12-11	0	3	28	5
1981-12-12	0	5.11	33	3
1981-12-13	0	4.08	28	3
1981-12-14	0	2	28	4
1981-12-15	0	3.98	28	2
1981-12-16	0	4.56	23	4
1981-12-17	0	4.46	20	2
1981-12-18	0	2.88	20	4
1981-12-19	0	1.72	23	4
1981-12-20	0	2.15	21	6
1981-12-21	0	5.19	21	6
1981-12-22	0	2.19	28	3
1981-12-23	0	2.75	17	5
1981-12-24	0	3.26	16	4
1981-12-25	0	4.41	15	6
1981-12-26	0	5.11	18	7
1981-12-27	0	6.13	22	8
1981-12-28	0	2.02	18	8
1981-12-29	0	3.35	16	8.5
1981-12-30	0	3.06	21	10
1981-12-31	0	2.88	22	4
1982-01-01	0	8.21	18	5
1982-01-02	0	6.94	27	2
1982-01-03	0	6.62	28	4
1982-01-04	0	7.09	24	3
1982-01-05	0	7.37	24	5
1982-01-06	0	2.87	24	4
1982-01-07	0	3.87	30	4
1982-01-08	0	4.04	28	5
1982-01-09	0	5.35	21	4
1982-01-10	2	4.98	26	4
1982-01-11	0	4.75	17	3
1982-01-12	0	2.03	19	0
1982-01-13	0	2.59	22	0
1982-01-14	0	8.06	22	4
1982-01-15	0	5.21	23	3
1982-01-16	0	4.07	24	3
1982-01-17	0	6.78	24	4
1982-01-18	0	5.44	26	5
1982-01-19	0	5.55	26	3
1982-01-20	0	5.18	24	4
1982-01-21	0	6.52	23	5
1982-01-22	0	5.12	18	6
1982-01-23	0	7.02	18	5.5
1982-01-24	0	5.51	18	6.5
1982-01-25	0	6.15	19	6
1982-01-26	0	5.89	18.5	4
1982-01-27	0	6.28	19.5	5
1982-01-28	0	5.45	17	4
1982-01-29	0	2.56	22	8
1982-01-30	0	2.79	23	8
1982-01-31	0	1.64	21	6
1982-02-01	0	3.7	17	1
1982-02-02	0	4.9	19	3
1982-02-03	0	6	19	3.5
1982-02-04	0	6.9	20	5
1982-02-05	0	7.3	20	5
1982-02-06	0	4.9	21	4
1982-02-07	0	8.2	21	3
1982-02-08	0	7.3	20	5
1982-02-09	0	6.3	26	4
1982-02-10	0	7.1	26	3
1982-02-11	0	6.5	24	3
1982-02-12	0	9	23	5
1982-02-13	0	9.5	20	4
1982-02-14	0	9.2	23	2
1982-02-15	0	6.3	25	4
1982-02-16	0	10.1	22	5
1982-02-17	0	7.8	24	2
1982-02-18	0	6.6	23	4
1982-02-19	0	8.5	25	2.5
1982-02-20	0	6.3	26	1
1982-02-21	0	5.3	25	2
1982-02-22	0	5.8	25	3
1982-02-23	0	6.6	26	2
1982-02-24	0	9.3	25	2
1982-02-25	0	6.2	24	4
1982-02-26	0	8.1	25	3
1982-02-27	0	7.2	23	4
1982-02-28	0	6.4	22	3
1982-03-01	0	5.5	21	2
1982-03-02	0	11.4	21	5
1982-03-03	0	10.7	25	2
1982-03-04	0	9.4	25	0
1982-03-05	0	7.9	26	6
1982-03-06	0	6.8	29	4
1982-03-07	0	6.1	26	2
1982-03-08	0	9.3	26	5
1982-03-09	0	10.4	27	6
1982-03-10	0	8.7	27	10
1982-03-11	0	11.7	24	9
1982-03-12	0	9.8	24	8.5
1982-03-13	0	11.4	26	11
1982-03-14	0	7.4	26	11.5
1982-03-15	0	12.6	25	12
1982-03-16	0	8.7	27	9
1982-03-17	0	9.3	27	10
1982-03-18	0	10.4	26	9
1982-03-19	0	9	24	8
1982-03-20	0	10.7	23.5	8
1982-03-21	0	10.9	22.5	8.5
1982-03-22	0	9.3	23	11
1982-03-23	0	8.7	24	10
1982-03-24	0	9.6	27	10
1982-03-25	0	11.1	24	12
1982-03-26	0	11.3	22	13
1982-03-27	0	8.2	27	9
